donor_id,name,email,contact_number,password,date_of_birth,gender,education_level,blood_group,first_donation_date,last_donation_date,number_of_donation,total_donation_volume_ml,last_donation_volume_ml,donation_count_outram,donation_count_dhoby_ghaut,donation_count_woodlands,donation_count_jurong_east,donation_count_punggol,had_adverse_reaction_ever,last_blood_quality_screen,availability
4a3dbaa9d2,Diego Das,diegodas2081@gmail.com,+65 82914963,kUk76U77ZP,1978-09-07,Male,University,O+,2023-02-13,2024-09-23,8,3552,381,0,5,1,1,1,False,Pass,Yes
5fe8e28d6d,Xiang Xu,xiangxu7013@gmail.com,+65 97678003,!Xr5i5bIsz,1996-02-22,Male,Diploma,O-,2022-02-17,2025-09-24,13,5763,359,3,7,3,0,0,False,Pass,Yes
3b9eee7a76,Ruoyi Feng,ruoyifeng1329@hotmail.com,+65 89882083,o25ietvskP,1979-01-12,Female,Diploma,A+,2021-10-29,2025-07-04,17,7041,426,3,8,2,2,2,False,Pass,Yes
b4be80e2fd,Elena Clark,elenaclark8395@gmail.com,+65 92606729,Y%*FM3SToK,1999-11-16,Female,University,A-,2022-09-23,2024-07-26,9,3214,391,1,2,4,1,1,False,Pass,No
1cfdc97ef3,Aditi Yusof,aditiyusof5865@gmail.com,+65 98969005,bSgXRFchv%,2001-06-21,Female,Diploma,O+,2023-05-03,2025-02-20,4,1765,408,0,3,0,0,1,False,Pass,Yes
432ac5aca7,Marcus Li,marcusli4811@gmail.com,+65 96171800,uiCF%xar21,1965-04-12,Male,University,A-,2024-02-12,2025-07-25,5,1905,444,1,0,1,1,2,False,Pass,Yes
cfbfb80ecb,Abigail Taylor,abigailtaylor2045@hotmail.com,+65 82471721,DsoUQVUfgg,1971-02-18,Female,Secondary,O+,2020-06-14,2025-06-23,20,7461,431,5,6,6,2,1,False,Pass,Yes
2ee7e22bfc,Hafiz Varma,hafizvarma6596@gmail.com,+65 81694248,t5SjCd&vPY,1989-12-09,Male,Secondary,A+,2024-05-16,2025-04-17,5,1856,447,0,0,1,3,1,True,Pass,No
c7daa5acd5,Hassan Mahmud,hassanmahmud2974@gmail.com,+65 80393005,?HWo0nJ2q#,1999-07-27,Male,Diploma,O-,2023-06-22,2025-03-10,6,2319,418,0,3,0,1,2,False,Pass,Yes
1f0da665c9,Pooja Clark,poojaclark248@hotmail.com,+65 90159125,tlkmgXyj6x,1982-01-01,Female,Secondary,A-,2022-11-10,2025-08-14,13,5358,432,7,2,1,2,1,False,Pass,Yes
49fdae15ee,Samantha Salleh,samanthasalleh7871@gmail.com,+65 99899242,J1CkwDE5z2,2003-11-28,Female,Primary,O-,2024-09-13,2025-08-21,2,735,353,0,1,1,0,0,True,Pass,Yes
cb2e99f4cb,Miguel Rahman,miguelrahman2500@gmail.com,+65 93118521,gB6rJh191r,1979-05-27,Male,Primary,A+,2020-02-14,2024-01-12,18,6355,379,4,2,6,3,3,False,Pass,No
aea958e4d7,Grace Das,gracedas5091@gmail.com,+65 80368965,jXjKboxUUo,1981-07-03,Female,Postgraduate,A+,2022-12-31,2025-10-04,13,4655,351,2,1,8,0,2,False,Pass,Yes
add4febdc8,Gavin Lin,gavinlin6611@hotmail.com,+65 84410950,@sg!0VVCa4,1981-02-10,Male,University,O-,2023-02-03,2024-09-13,8,3015,438,1,3,1,1,2,True,Pass,No
6d1d05a332,Joseph Liang,josephliang3423@gmail.com,+65 90440543,SaxzkDLG$U,1987-11-24,Male,Diploma,A-,2023-10-17,2024-12-10,6,2277,407,2,0,0,1,3,False,Pass,Yes
c8759a89e3,Hao Young,haoyoung8251@hotmail.com,+65 89361881,n5%*REh3Ae,1974-03-19,Male,University,O+,2020-06-21,2025-10-01,20,8028,413,3,2,11,2,2,False,Pass,Yes
6dcec3d9d9,Diego Reddy,diegoreddy4062@hotmail.com,+65 89704908,aoSP8NX?C#,1986-10-14,Male,Secondary,B+,2022-08-23,2025-08-22,13,4953,388,3,1,7,1,1,False,Pass,Yes
cd49d0b55e,Gavin Lin,gavinlin2228@gmail.com,+65 85699488,*WXRZZkXsE,2006-05-05,Male,Diploma,O+,2025-05-12,2025-10-07,2,704,404,0,2,0,0,0,False,Pass,Yes
09adae4151,Qiao Menon,qiaomenon1877@hotmail.com,+65 88019890,qioS!tY#3Y,1979-07-09,Female,Diploma,O+,2024-02-10,2025-04-05,6,2483,391,1,5,0,0,0,False,Pass,Yes
5d5d9a230a,Ridzuan Ibrahim,ridzuanibrahim9697@gmail.com,+65 81537764,4M78*Qsj04,1982-01-29,Male,Primary,O+,2023-08-06,2025-10-14,10,4386,434,2,6,0,0,2,False,Pass,No
6c1cad781f,Neha Qiu,nehaqiu7441@gmail.com,+65 96737278,geOqIunNjl,2006-11-06,Female,Diploma,AB+,2024-11-22,2025-10-24,5,2136,430,3,2,0,0,0,False,Pass,Yes
823a09d0db,Jean Patel,jeanpatel8371@gmail.com,+65 85507786,T*CgwtX&2!,1974-11-02,Male,Secondary,A+,2024-10-31,2025-09-04,3,1181,440,1,2,0,0,0,False,Pass,Yes
aee4ffa7ac,Hassan Lim,hassanlim7836@gmail.com,+65 94975705,UqLnq35wQV,1993-01-30,Male,Primary,B+,2023-08-20,2025-09-18,9,3605,410,1,4,4,0,0,False,Pass,Yes
f4acef62eb,Sophia Sharma,sophiasharma8012@gmail.com,+65 96933875,ql73mTq$Ex,1966-06-01,Female,Postgraduate,O-,2020-02-06,2023-08-05,9,3375,409,2,5,1,1,0,False,Pass,No
d5dfd2a8f6,Hannah Silva,hannahsilva5831@hotmail.com,+65 83498248,&C2%Iz*vig,1986-03-22,Female,Secondary,A+,2022-05-31,2025-05-27,14,5937,436,2,2,3,3,4,False,Pass,Yes
857ac0b3ba,James Iyer,jamesiyer7013@gmail.com,+65 83949084,iwBmK8B5C0,1965-09-20,Male,Secondary,O-,2023-02-10,2025-01-23,7,2580,427,0,0,4,3,0,False,Pass,Yes
78baafbea4,Jamal Qiu,jamalqiu2599@gmail.com,+65 87195661,4k@x1jyyx!,1990-10-11,Male,Diploma,O+,2025-01-13,2025-01-13,1,449,449,0,0,0,0,1,False,Pass,Yes
fafbca8171,Joshua Tan,joshuatan6901@hotmail.com,+65 93170628,@6z9Y#GPIb,1975-03-07,Male,Diploma,A+,2023-08-28,2024-05-10,3,1301,433,1,1,1,0,0,False,Pass,Yes
4d8014b2f0,Madison Liang,madisonliang4719@gmail.com,+65 91411409,kHIR?@Ku0G,1965-06-19,Female,Diploma,A-,2023-10-25,2023-10-25,1,418,418,0,0,1,0,0,False,Pass,No
52fe84cabb,Ishita Young,ishitayoung1202@gmail.com,+65 98380038,pjBA5oWnr&,1966-01-09,Female,Secondary,O+,2023-08-26,2025-10-20,10,3649,411,5,1,2,1,1,False,Pass,No
4e8cdebdab,Layla Sun,laylasun8586@gmail.com,+65 84096721,GuRrUOJVOs,1985-05-26,Female,University,A+,2023-07-17,2024-01-01,3,1288,354,0,1,0,2,0,False,Pass,Yes
3e8027bbfb,Peng Menon,pengmenon8121@hotmail.com,+65 95675717,pE8vUXxVYf,1993-10-12,Male,Primary,O+,2023-11-11,2025-09-22,9,3405,379,1,0,4,2,2,False,Pass,No
77c3a75fae,Jun Aziz,junaziz1999@gmail.com,+65 84304222,svH6v%Z8@X,1995-10-28,Male,Diploma,O-,2023-10-12,2025-05-22,8,3464,377,1,5,0,1,1,False,Pass,Yes
c7bde6fb7b,Cooper Rahman,cooperrahman4501@gmail.com,+65 91480647,clcs8KsJoZ,1965-05-07,Male,Postgraduate,O+,2023-05-24,2025-03-26,9,3798,425,0,8,0,1,0,False,Pass,Yes
bf016abc7d,Mia Ibrahim,miaibrahim482@hotmail.com,+65 99585634,ZmpUc7B$qG,1991-11-20,Female,Secondary,A+,2023-11-27,2025-04-14,7,2737,434,3,0,1,3,0,False,Pass,Yes
f4ed9b1ca7,Patricia Lopez,patricialopez6805@gmail.com,+65 85328816,fLoAq3HgP6,2001-12-27,Female,Secondary,A+,2025-03-09,2025-09-03,2,708,362,0,1,0,1,0,False,Pass,Yes
33d174fa2c,Finn Smith,finnsmith2880@gmail.com,+65 94961503,y4EQntfCyc,1970-12-28,Male,Secondary,O+,2023-08-15,2025-07-17,9,3415,414,2,2,0,4,1,True,Pass,Yes
9bce6ffcbe,Hidayah Scott,hidayahscott3566@hotmail.com,+65 95046097,&D!&YFSkxG,1994-03-21,Female,Postgraduate,B+,2024-04-08,2025-08-29,6,2395,367,2,2,1,0,1,False,Pass,Yes
c704beaba6,Vishal Young,vishalyoung3628@hotmail.com,+65 87634600,AkLv@z6oU4,2001-03-29,Male,Diploma,O+,2025-01-02,2025-01-02,1,355,355,0,1,0,0,0,False,Pass,Yes
a71f7f40ec,Jiayi Zheng,jiayizheng8349@gmail.com,+65 83949054,IAbXN?fX0o,2005-01-08,Female,Secondary,A+,2025-03-04,2025-05-27,2,858,437,1,1,0,0,0,False,Pass,Yes
ba4f74c3da,Yong Yang,yongyang3556@gmail.com,+65 94478304,knWTRMX6A0,2001-03-19,Male,University,A+,2023-10-22,2025-10-04,4,1795,366,0,2,1,1,0,False,Pass,Yes
feeaf056ba,Miguel Iskandar,migueliskandar2097@hotmail.com,+65 92486529,GoHbwGoKV#,1967-01-26,Male,University,A+,2020-02-10,2025-05-23,14,5754,391,0,2,2,9,1,False,Pass,Yes
35600e4961,Zara Smith,zarasmith7719@hotmail.com,+65 89767461,nS3BHjyzW&,1981-07-30,Female,Diploma,O+,2024-02-28,2025-09-07,5,1773,398,2,0,0,3,0,False,Pass,Yes
92dacbbe0c,Naveen Zhou,naveenzhou1355@hotmail.com,+65 80936881,B2cvFSnL?E,2005-03-08,Male,Diploma,A+,2024-10-22,2025-09-21,4,1438,398,0,0,4,0,0,False,Pass,Yes
2b4f456c33,Lucas He,lucashe9383@hotmail.com,+65 88670705,eDoN2unaws,1993-03-30,Male,Diploma,O+,2025-04-25,2025-10-10,3,1058,401,1,1,1,0,0,False,Pass,Yes
0ee3c46fd5,Mary Das,marydas3770@hotmail.com,+65 97615312,4o!v6XeB6!,1983-06-20,Female,Secondary,B+,2025-07-16,2025-07-16,1,358,358,0,1,0,0,0,False,Pass,Yes
e59d1a06bc,Pranav Lee,pranavlee3687@gmail.com,+65 80455674,FmCL64t2kp,1971-05-15,Male,Secondary,AB-,2022-04-21,2025-10-04,16,6579,356,1,6,3,6,0,False,Pass,Yes
e7b5a6fa80,Rohan He,rohanhe2310@gmail.com,+65 96306679,mSxnCX%w^X,2000-03-12,Male,Secondary,O+,2023-10-26,2025-10-29,3,1218,426,2,0,0,1,0,False,Pass,Yes
ebfbce000c,Isabella Fernandez,isabellafernandez1447@gmail.com,+65 88215338,b!A?gTDLM5,1982-12-21,Female,Secondary,A-,2022-02-08,2025-07-29,16,6503,446,1,2,0,11,2,True,Pass,Yes
82048308ad,Susan Xu,susanxu1422@hotmail.com,+65 85424923,5PnkWqP&Ar,2001-02-01,Female,University,A+,2023-05-16,2023-05-16,1,366,366,0,1,0,0,0,True,Pass,No
4bfd4df1e8,Ridzuan Rosli,ridzuanrosli9684@gmail.com,+65 93280231,gzbcA1L8a?,1997-06-06,Male,Diploma,A+,2022-08-29,2025-09-18,14,5414,440,2,0,1,9,2,False,Pass,Yes
82bc9d1b4c,Jie Clark,jieclark5288@hotmail.com,+65 81208844,No5IPQe@nu,2000-10-21,Male,Secondary,O+,2022-08-26,2024-10-22,9,3478,422,4,1,1,0,3,False,Pass,No
1cbaff6505,Hao Bennett,haobennett5411@gmail.com,+65 88073785,^d4areIvgD,1965-07-10,Male,Secondary,O+,2024-04-08,2024-09-23,3,1199,415,1,2,0,0,0,False,Pass,No
b0bb402bcf,Maya Bennett,mayabennett2579@hotmail.com,+65 91680410,bIUKmNsBm@,1979-02-20,Female,Secondary,A+,2022-04-29,2025-07-06,14,5403,450,0,1,1,8,4,False,Pass,Yes
9edf263402,David Gao,davidgao3822@hotmail.com,+65 98019163,thD3SsY%dC,1991-09-29,Male,Secondary,A+,2024-10-13,2025-06-17,2,750,397,0,0,2,0,0,False,Pass,Yes
7b50c20ce9,Ishita Rosli,ishitarosli5248@hotmail.com,+65 85084172,de4Y!ivEJi,2005-04-09,Female,Primary,A+,2025-01-23,2025-04-17,2,786,374,0,1,0,1,0,False,Pass,No
4afd3a9f7e,Mary Ibrahim,maryibrahim1348@gmail.com,+65 90018362,9p41zuCnax,1993-08-05,Female,Diploma,A+,2023-01-27,2025-04-18,10,3534,372,1,4,0,2,3,False,Pass,Yes
cececea38f,Andrei Hassan,andreihassan5890@hotmail.com,+65 99176019,CqIDCo%@8B,1979-07-07,Male,Secondary,A-,2022-10-21,2025-05-28,10,4315,380,0,6,2,1,1,False,Pass,Yes
ca6aa3b343,William Lin,williamlin1510@hotmail.com,+65 85642493,!SqjXEThfi,1990-06-26,Male,Secondary,O+,2023-02-20,2025-08-29,11,3989,432,1,5,1,2,2,False,Pass,No
ad05e6bd60,Gabriela Garcia,gabrielagarcia8803@gmail.com,+65 84348465,pOrfz#rFm1,1987-02-02,Female,Primary,O+,2022-07-21,2025-10-13,15,6074,385,1,7,1,3,3,False,Pass,Yes
fc2fcbe5ad,John Taylor,johntaylor1919@gmail.com,+65 96249365,5tnFhbMfIq,1973-08-03,Male,University,B-,2023-08-16,2024-08-18,5,2131,418,1,2,2,0,0,False,Pass,Yes
aaba9fcce9,Liam Guo,liamguo5845@hotmail.com,+65 93321039,u6yfn!EtAR,1988-07-08,Male,Diploma,A+,2021-11-03,2023-03-22,7,2629,366,4,0,1,2,0,False,Pass,No
6eacaba7d1,Maya Yang,mayayang7949@gmail.com,+65 93685913,HJ88Fd?c5Y,1991-12-11,Female,University,O-,2025-01-13,2025-09-01,2,704,413,0,1,0,0,1,False,Pass,No
6d4fbc6339,Pranav Zheng,pranavzheng9401@gmail.com,+65 84362009,a&VI34$OuQ,2007-11-02,Male,Postgraduate,O+,2025-10-30,2025-10-30,1,408,408,0,0,0,1,0,True,Pass,Yes
5abf9bc6fa,Ananya Carter,ananyacarter9562@gmail.com,+65 95416185,HP#Njjg%HL,1978-03-03,Female,Diploma,A+,2021-05-03,2025-10-23,20,8825,354,2,2,0,13,3,False,Pass,Yes
d93b9c4bea,Miguel Iskandar,migueliskandar5116@gmail.com,+65 82909680,EQ@fzUrC$4,1987-09-20,Male,Diploma,A+,2024-01-12,2025-08-22,8,3170,449,5,1,0,1,1,False,Pass,No
aa2f3ddd6d,Yuqing Gonzalez,yuqinggonzalez5080@hotmail.com,+65 85920508,eUo!tXX9ZJ,1993-10-16,Female,Diploma,AB+,2023-11-14,2025-10-19,9,3479,422,0,2,5,0,2,False,Pass,Yes
4d3d1aa484,Lily Liu,lilyliu5081@hotmail.com,+65 92327640,vvxvTO@GL7,1965-12-13,Female,University,O+,2022-04-05,2025-04-01,14,5074,363,2,1,1,10,0,False,Pass,Yes
37f1da8357,Priya Iskandar,priyaiskandar8522@gmail.com,+65 88572485,ijQm&C0fy!,2000-11-09,Female,Postgraduate,O+,2023-09-04,2025-10-18,5,1967,414,1,1,1,1,1,False,Pass,No
8f1bccbb2d,Imran Hassan,imranhassan210@hotmail.com,+65 95367621,yWqW5xXIoL,1984-07-25,Male,Secondary,AB+,2023-02-01,2025-04-05,10,4224,373,7,0,0,2,1,False,Pass,Yes
db3c3faa5e,Pranav Ng,pranavng5288@hotmail.com,+65 80363190,!wyFqyYRt?,1983-04-28,Male,Postgraduate,O+,2021-07-29,2025-10-29,19,8010,405,2,9,4,2,2,False,Pass,Yes
ff55ebcd92,Ishita Sun,ishitasun4010@hotmail.com,+65 84613611,DGFziPLUzn,1999-12-30,Female,Primary,B+,2023-04-21,2025-10-31,12,5251,445,1,5,0,1,5,False,Pass,No
363ecb9fc3,Chao Hakim,chaohakim1399@hotmail.com,+65 81822622,vvRQJi5AJp,1980-08-20,Male,University,A-,2023-05-29,2025-07-08,7,3042,410,1,4,0,0,2,False,Pass,Yes
861e6db0a2,Xinyi Johnson,xinyijohnson4212@hotmail.com,+65 96601546,CDj1Uryyuz,1981-06-06,Female,University,O+,2023-06-19,2025-07-14,7,2561,421,1,3,1,2,0,False,Pass,Yes
f65fc2f3c5,Madison Yusof,madisonyusof2197@hotmail.com,+65 87596334,m3v6ENCZqC,1964-12-30,Female,Secondary,O+,2024-09-30,2025-09-23,4,1555,398,1,0,2,0,1,False,Pass,Yes
766834d6f4,Andrei Xu,andreixu825@gmail.com,+65 84233214,SeSK6%b5fL,1991-09-04,Male,Diploma,A+,2024-12-30,2025-03-24,2,851,391,2,0,0,0,0,False,Pass,Yes
360c5ea2c9,Elizabeth Rodriguez,elizabethrodriguez6014@hotmail.com,+65 96150128,ELEqHgofAi,1985-08-14,Female,Primary,A+,2022-05-06,2024-11-15,12,5125,357,2,0,0,2,8,False,Pass,Yes
74b9de681f,Zulkifli Yang,zulkifliyang9046@hotmail.com,+65 89521021,UJQL9^vZ7G,1998-02-25,Male,Secondary,A+,2022-04-18,2025-08-22,13,5240,393,2,1,1,9,0,False,Pass,Yes
a09b521379,Khairul Wu,khairulwu1842@hotmail.com,+65 95776148,KUgyt8syTb,1978-11-15,Male,Secondary,A+,2023-12-09,2025-02-06,6,2143,390,0,1,3,2,0,True,Pass,No
955ab9c3e8,Christopher Young,christopheryoung7643@gmail.com,+65 94553638,bhn!YJRyAp,1981-12-09,Male,Secondary,O+,2024-05-18,2025-04-19,5,1928,367,0,1,3,1,0,False,Pass,No
eec5c8f1ed,Gavin Liu,gavinliu8698@hotmail.com,+65 97298208,t%POHY#w!4,1972-11-12,Male,University,AB+,2023-10-07,2025-05-07,7,2692,376,1,3,1,2,0,False,Pass,Yes
dd06557763,Sneha Iskandar,snehaiskandar3038@gmail.com,+65 87725282,S2!lwHdm8j,1981-02-24,Female,University,A+,2024-05-05,2025-09-21,7,2729,409,0,1,4,2,0,True,Pass,Yes
0015aca04e,Hao Chandra,haochandra7509@gmail.com,+65 92204905,bJ7QMxg^Rh,1996-05-10,Male,University,B-,2022-11-10,2025-02-27,11,4809,394,4,0,0,2,5,False,Pass,Yes
fedb0bd5d8,Siti Huang,sitihuang8064@hotmail.com,+65 94955087,6^oIIztqg7,1965-06-18,Female,University,A-,2023-08-27,2023-08-27,1,403,403,0,0,0,1,0,False,Pass,Yes
ecfe49dd77,Joshua Lopez,joshualopez6935@hotmail.com,+65 95759223,mO6I2AH!4n,1966-01-02,Male,University,O+,2022-02-23,2025-02-19,14,5415,423,9,2,1,1,1,False,Pass,Yes
183f1748d3,Priya Zhao,priyazhao2127@hotmail.com,+65 83403473,K8QYQ@O@#g,1966-02-11,Female,Secondary,O+,2022-02-07,2025-04-28,15,5632,392,2,9,0,2,2,False,Pass,Yes
25a98afd2a,Yong Mitchell,yongmitchell22@gmail.com,+65 88650890,juW?^R%g$4,1994-10-29,Male,University,A+,2022-11-06,2025-09-26,12,4566,395,10,0,1,0,1,False,Pass,Yes
a0dad34b7f,Yara Smith,yarasmith595@gmail.com,+65 86739906,W@BBRQGg8k,1978-09-07,Female,Secondary,O+,2023-02-06,2025-09-13,9,3523,352,0,4,0,5,0,False,Pass,Yes
f8b1ca20fb,John Johnson,johnjohnson759@hotmail.com,+65 98329187,BXfQBh#K@X,1989-08-04,Male,Diploma,A+,2023-09-19,2025-06-01,6,2405,419,1,1,0,2,2,False,Pass,Yes
41bfbcaeff,Hidayah Hassan,hidayahhassan47@hotmail.com,+65 81345452,pk98*V77b7,1997-10-10,Female,Secondary,A-,2024-02-13,2025-09-23,8,3363,353,0,2,2,4,0,False,Pass,Yes
6b239fd8bf,Dong Scott,dongscott8675@gmail.com,+65 87064910,6n0CGZhG2l,1985-10-17,Male,Secondary,O-,2021-01-19,2025-08-02,19,8288,446,1,0,3,4,11,False,Pass,Yes
13c86fc6b3,Olivia Reddy,oliviareddy6846@gmail.com,+65 81088160,H37UzdUrYI,1988-08-22,Female,University,A+,2024-08-20,2025-04-29,4,1464,424,1,1,1,0,1,False,Pass,Yes
0dbbffc61d,Syazwani Qiu,syazwaniqiu1048@gmail.com,+65 94006173,ihlgVtHG^I,1984-05-18,Female,Secondary,B-,2021-04-30,2025-08-18,19,7272,358,5,10,1,2,1,False,Pass,Yes
49f6e7afa2,Gavin Ibrahim,gavinibrahim9059@hotmail.com,+65 87706354,hRhDyga!UF,1999-05-14,Male,Diploma,B-,2023-03-27,2025-09-13,11,4058,381,3,1,2,2,3,False,Pass,Yes
ed383565f0,Jean Martinez,jeanmartinez825@gmail.com,+65 88468471,UDyDTS3xjL,1979-07-08,Male,University,A-,2023-02-14,2025-09-25,11,3870,380,4,5,1,1,0,False,Pass,Yes
40bc5ef66e,Sarah Clark,sarahclark3121@hotmail.com,+65 83374541,l7p4T5qdbQ,2000-01-23,Female,Postgraduate,O+,2022-04-12,2025-09-02,15,5447,391,4,5,1,3,2,False,Pass,Yes
57295341a3,Lei Xu,leixu60@hotmail.com,+65 93847660,tVY?L1yv@a,1996-09-15,Male,Secondary,A-,2022-03-26,2025-09-29,15,5490,363,3,9,2,1,0,False,Pass,No
6dbd451fca,Arjun Salleh,arjunsalleh1869@hotmail.com,+65 90745426,kRMzv5kQC@,1970-09-14,Male,Diploma,B-,2020-11-25,2025-04-10,15,5849,402,2,10,0,1,2,False,Pass,No
8d4c25abbc,Shreya Rahman,shreyarahman3688@gmail.com,+65 80387845,vlLDJjW&4?,1999-04-13,Female,Diploma,A+,2022-04-18,2025-09-08,15,6412,437,2,8,3,2,0,False,Pass,Yes
2fdb5af76c,Logan Rahman,loganrahman391@gmail.com,+65 84578210,qP@ZdrJWa4,1976-12-06,Male,Diploma,A+,2021-07-16,2025-08-16,18,6314,416,3,10,1,3,1,False,Pass,Yes
a33db83c49,Ridzuan Clark,ridzuanclark2889@gmail.com,+65 85868667,ylQ^4vx?@U,1985-04-23,Male,Secondary,O-,2022-10-26,2025-10-29,14,5212,370,3,4,2,2,3,False,Pass,Yes
e26bf59f83,Ishita Zheng,ishitazheng6812@hotmail.com,+65 82689941,fM8Pj2&eGi,1993-08-20,Female,Diploma,A+,2022-08-21,2025-09-17,14,6020,360,7,1,5,0,1,True,Pass,Yes
0f4c388844,Shreya Varma,shreyavarma1785@hotmail.com,+65 87041401,YzoAKUA@Uo,1974-05-26,Female,Postgraduate,A+,2021-08-09,2025-10-26,19,7530,395,2,3,10,0,4,False,Pass,Yes
c358d7b642,Hafiz Mitchell,hafizmitchell6937@gmail.com,+65 84074217,&@10d*2W*t,2002-04-19,Male,Diploma,O+,2023-11-29,2024-04-05,2,775,381,1,0,1,0,0,False,Pass,No
4cabfa1fdd,Farah Rosli,farahrosli4871@hotmail.com,+65 95218592,EIL7j?*TuF,1999-03-20,Female,University,O+,2023-02-12,2025-06-02,7,3031,351,1,2,1,2,1,False,Pass,No
b9343c1f33,Lucia Xu,luciaxu3538@gmail.com,+65 96609768,d#zFAK&UKt,1972-09-01,Female,Diploma,B-,2024-04-09,2025-08-11,4,1681,371,0,0,4,0,0,False,Pass,Yes
fa3babdf27,Priya Luo,priyaluo7585@gmail.com,+65 86468688,UI9p?onwS!,1980-04-25,Female,Primary,O-,2021-10-30,2025-07-05,17,5951,431,12,1,1,0,3,False,Pass,Yes
21bc8af324,Zulkifli Patel,zulkiflipatel2825@gmail.com,+65 90685654,hesIFd*BJ$,1969-03-09,Male,Diploma,A+,2022-04-27,2025-07-16,15,5536,424,7,3,1,2,2,False,Pass,Yes
b65fdb5e35,Rahman Murphy,rahmanmurphy1148@gmail.com,+65 93796621,2Hj3j9aM@b,1990-11-14,Male,Secondary,O+,2025-04-29,2025-10-20,3,1203,358,0,0,3,0,0,False,Pass,Yes
deebbf01d6,Dong Taylor,dongtaylor7195@hotmail.com,+65 98918784,A4b7arFp?l,1975-12-17,Male,Diploma,O-,2023-05-05,2025-10-05,9,3264,368,0,5,1,2,1,False,Pass,Yes
0626c9d5d1,Jennifer Scott,jenniferscott2044@hotmail.com,+65 82076896,WlBbcGnuIK,1976-01-12,Female,Secondary,A+,2022-09-28,2025-10-18,13,5118,418,2,5,3,0,3,True,Pass,Yes
7cc1eaf6df,Maya Wong,mayawong7158@hotmail.com,+65 96111288,hUnNYc&?e@,2004-08-26,Female,Secondary,A+,2025-05-22,2025-05-22,1,370,370,1,0,0,0,0,False,Pass,No
af5a0ac5ac,Syafiq Pillai,syafiqpillai8042@gmail.com,+65 90334737,!V$$6L?O^e,1987-03-29,Male,University,AB-,2023-10-18,2025-02-03,4,1562,406,0,1,1,2,0,True,Pass,No
ce6cae68de,Daniel Ridwan,danielridwan7014@gmail.com,+65 84240942,ggJn?BFe?b,1971-01-01,Male,Diploma,AB+,2023-10-18,2025-08-20,9,3956,422,2,1,4,1,1,False,Pass,Yes
ff3b4023cb,Yan Xu,yanxu523@gmail.com,+65 95011331,*!C5fZk&i*,2001-06-07,Female,University,O-,2024-02-14,2025-09-07,5,2202,448,0,2,0,1,2,True,Pass,No
fb6c19c9c1,Aditi Ma,aditima8751@gmail.com,+65 85147734,5@PbgPYkqp,2006-05-03,Female,Secondary,A+,2025-02-14,2025-08-01,3,1111,373,1,0,0,1,1,False,Pass,No
8c61dea36b,Scarlett Aziz,scarlettaziz5429@hotmail.com,+65 95356675,PW@XHR^wz7,1996-02-21,Female,University,O-,2023-03-16,2025-07-03,11,4480,412,2,1,3,4,1,False,Pass,Yes
dad9c03a12,Lakshmi Guo,lakshmiguo9492@gmail.com,+65 81064840,L^t@i0CuEw,1982-06-06,Female,University,O+,2021-02-26,2025-04-27,17,6431,375,8,1,0,4,4,True,Pass,Yes
ece5ebfde8,Jing Rosli,jingrosli4615@hotmail.com,+65 86050710,qtkY!r7yov,2004-01-22,Female,University,O+,2025-07-22,2025-07-22,1,433,433,1,0,0,0,0,False,Pass,Yes
71dfba87cb,Mateo Lim,mateolim976@gmail.com,+65 89844318,ocBE6w^cw#,2005-06-17,Male,University,A+,2025-06-21,2025-06-21,1,434,434,1,0,0,0,0,False,Pass,No
c33aea8e8d,Shreya Reyes,shreyareyes4881@gmail.com,+65 83711593,@sA?VVHJdT,2005-06-30,Female,Secondary,B+,2024-10-14,2025-10-28,5,2151,382,0,1,1,0,3,False,Pass,No
bcbbf4248a,Gavin Patel,gavinpatel1062@hotmail.com,+65 96973850,$4mrHIgg&J,1986-05-05,Male,University,A+,2024-06-21,2025-05-04,3,1135,411,0,1,0,1,1,True,Pass,No
3c6b5c106d,Liling Hakim,lilinghakim6808@gmail.com,+65 90503028,qCB^7%fTOf,2001-09-04,Female,Secondary,B-,2025-02-20,2025-09-24,3,1212,359,3,0,0,0,0,False,Pass,Yes
febce1da12,Dev Wang,devwang1418@gmail.com,+65 80115228,&61b5^nL1M,1978-07-22,Male,Primary,A-,2021-01-28,2025-05-09,18,6870,426,3,7,0,5,3,False,Pass,Yes
dfa4606e8b,Tian Liu,tianliu9022@gmail.com,+65 84617891,g8ROlDE?66,1997-03-04,Male,Diploma,O+,2022-09-03,2024-12-21,11,4609,381,0,0,7,2,2,False,Pass,Yes
290a3d71a5,Fatima Luo,fatimaluo7151@gmail.com,+65 97425019,iG&h3Lj4tw,1972-06-24,Female,Diploma,A+,2023-12-01,2025-05-14,6,2305,390,1,2,2,0,1,False,Pass,Yes
bba1eb91a1,Scarlett Sun,scarlettsun9613@hotmail.com,+65 92030690,DWmVF?wOuO,1977-12-31,Female,University,A+,2021-05-06,2025-09-01,18,7727,426,1,2,5,7,3,False,Pass,No
9fab6e596e,Sneha Patel,snehapatel1397@hotmail.com,+65 88987580,$ocm9%9Ch2,1979-01-10,Female,Secondary,O+,2020-11-03,2024-10-01,18,7949,429,4,8,2,2,2,False,Pass,No
